id,name,gender,yearOfBirth,birthCity,birthState,yearOfDeath,deathCity,deathState,url
2528,"Rebecca, Biagio",None,1735,Unknown,Unknown,1808,Unknown,Unknown,http://www.tate.org.uk/art/artists/biagio-rebecca-2528
1819,"Rebeyrolle, Paul",None,1926,Eymoutiers,France,2005,Unknown,Unknown,http://www.tate.org.uk/art/artists/paul-rebeyrolle-1819
13672,"Rechmaoui, Marwan",None,1964,Bayrut,Al-Lubnan,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/marwan-rechmaoui-13672
1820,"Reder, Bernard",None,1897,Unknown,Unknown,1963,Unknown,Unknown,http://www.tate.org.uk/art/artists/bernard-reder-1820
441,"Redgrave, Richard",None,1804,London,United Kingdom,1888,London,United Kingdom,http://www.tate.org.uk/art/artists/richard-redgrave-441
2348,"Redo, Achill",None,1930,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/achill-redo-anthony-hill-2348
2243,"Redon, Odilon",None,1840,Bordeaux,France,1916,Paris,France,http://www.tate.org.uk/art/artists/odilon-redon-2243
1821,"Redpath, Anne",None,1895,Galashiels,United Kingdom,1965,Edinburgh,United Kingdom,http://www.tate.org.uk/art/artists/anne-redpath-1821
2783,"Reeb, David",None,1952,Rehovot,Yisra'el,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/david-reeb-2783
18896,"Reeve, Hester",None,1965,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/hester-reeve-18896
1822,"Reeve, Russell",None,1895,Hethersett,United Kingdom,1970,Unknown,Unknown,http://www.tate.org.uk/art/artists/russell-reeve-1822
1823,"Rego, Paula",None,1935,Lisboa,Portugal,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/paula-rego-1823
14791,"Reid, Clunie",None,1971,Pembury,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/clunie-reid-14791
12111,"Reid, Jamie",None,1947,Croydon,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jamie-reid-12111
442,"Reid, John Robertson",None,1851,Edinburgh,United Kingdom,1926,London,United Kingdom,http://www.tate.org.uk/art/artists/john-robertson-reid-442
1824,"Reid, Sir Norman",None,1915,Edinburgh,United Kingdom,2007,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-norman-reid-1824
10123,"Reigl, Judit",None,1923,Kapuvár,Magyarország,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/judit-reigl-10123
2604,"Reinagle, Philip",None,1749,Unknown,Unknown,1833,London,United Kingdom,http://www.tate.org.uk/art/artists/philip-reinagle-2604
443,"Reinagle, Ramsay Richard",None,1775,Unknown,Unknown,1862,London,United Kingdom,http://www.tate.org.uk/art/artists/ramsay-richard-reinagle-443
1825,"Reinganum, Victor",None,1907,London,United Kingdom,1995,Unknown,Unknown,http://www.tate.org.uk/art/artists/victor-reinganum-1825
1826,"Reinhardt, Ad",None,1913,New York,United States,1967,New York,United States,http://www.tate.org.uk/art/artists/ad-reinhardt-1826
7121,"Relph, Nick",None,1979,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/nick-relph-7121
2709,"Renger-Patzsch, Albert",None,1897,Würzburg,Deutschland,1966,Wamel,Nederland,http://www.tate.org.uk/art/artists/albert-renger-patzsch-2709
1827,"Rennell, Lady Mary",None,1901,Unknown,Unknown,1981,Unknown,Unknown,http://www.tate.org.uk/art/artists/lady-mary-rennell-1827
8376,"Rennó, Rosângela",None,1962,Belo Horizonte,Brasil,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/rosangela-renno-8376
1828,"Renoir, Auguste",None,1841,Limoges,France,1919,Cagnes-sur-Mer,France,http://www.tate.org.uk/art/artists/auguste-renoir-1828
1829,"Repin, Ilya",None,1844,Chuguyev,Ukrayina,1930,Repino,Rossiya,http://www.tate.org.uk/art/artists/ilya-repin-1829
11979,"Restiffe, Mauro",None,1970,São Paulo,Brasil,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mauro-restiffe-11979
1830,"Reuter, Ingmar",None,0,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ingmar-reuter-1830
1831,"Reuterswärd, Carl Frederik",None,1934,Stockholm,Sverige,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/carl-frederik-reutersward-1831
1832,"Reynolds, Alan",None,1926,Newmarket,United Kingdom,2014,Unknown,Unknown,http://www.tate.org.uk/art/artists/alan-reynolds-1832
2529,"Reynolds, Samuel William, Junior",None,1794,Unknown,Unknown,1872,Unknown,Unknown,http://www.tate.org.uk/art/artists/samuel-william-reynolds-junior-2529
444,"Reynolds, Sir Joshua",None,1723,Plympton,United Kingdom,1792,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-joshua-reynolds-444
1833,"Reynolds-Stephens, Sir William",None,1862,Detroit,United States,1943,Royal Tunbridge Wells,United Kingdom,http://www.tate.org.uk/art/artists/sir-william-reynolds-stephens-1833
2394,"Reysschoot, Peter John van",None,1702,Gent,België,1772,Gent,België,http://www.tate.org.uk/art/artists/peter-john-van-reysschoot-2394
1834,"Rhoades, Geoffrey",None,1898,London,United Kingdom,1980,Unknown,Unknown,http://www.tate.org.uk/art/artists/geoffrey-rhoades-1834
7682,"Rhoades, Jason",None,1965,California,United States,2006,Los Angeles,Unknown,http://www.tate.org.uk/art/artists/jason-rhoades-7682
2699,"Rhodes, Carol",None,1959,Edinburgh,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/carol-rhodes-2699
16111,"Rhodes, Lis",None,1942,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/lis-rhodes-16111
6175,"Rice, Brian",None,1936,Somerset,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/brian-rice-6175
445,"Rich, Alfred William",None,1856,England,United Kingdom,1921,Tewkesbury,Unknown,http://www.tate.org.uk/art/artists/alfred-william-rich-445
1835,"Richards, Albert",None,1919,Liverpool,United Kingdom,1945,Unknown,Unknown,http://www.tate.org.uk/art/artists/albert-richards-1835
1836,"Richards, Ceri",None,1903,Wales,United Kingdom,1971,London,United Kingdom,http://www.tate.org.uk/art/artists/ceri-richards-1836
1837,"Richards, Frances",None,1903,Stoke on Trent,United Kingdom,1985,Unknown,Unknown,http://www.tate.org.uk/art/artists/frances-richards-1837
446,"Richards, John Inigo",None,1731,London,United Kingdom,1810,London,United Kingdom,http://www.tate.org.uk/art/artists/john-inigo-richards-446
2584,"Richardson, Jonathan",None,1667,London,United Kingdom,1745,Camden,United Kingdom,http://www.tate.org.uk/art/artists/jonathan-richardson-2584
2452,"Richardson, Thomas Miles, Junior",None,1813,Newcastle upon Tyne,United Kingdom,1890,London,United Kingdom,http://www.tate.org.uk/art/artists/thomas-miles-richardson-junior-2452
1838,"Richardson-Jones, Keith",None,1925,Northampton,United Kingdom,2005,Abergavenny,United Kingdom,http://www.tate.org.uk/art/artists/keith-richardson-jones-1838
1839,"Richier, Germaine",None,1902,Bouches-du-Rhône,France,1959,Montpellier,France,http://www.tate.org.uk/art/artists/germaine-richier-1839
447,"Richmond, George",None,1809,Greater London,United Kingdom,1896,London,Unknown,http://www.tate.org.uk/art/artists/george-richmond-447
1840,"Richmond, Oliffe",None,1919,Hobart,Australia,1977,London,United Kingdom,http://www.tate.org.uk/art/artists/oliffe-richmond-1840
448,"Richmond, Sir William Blake",None,1842,London,United Kingdom,1921,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-william-blake-richmond-448
1841,"Richter, Gerhard",None,1932,Dresden,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/gerhard-richter-1841
1842,"Richter, Vjenceslav",None,1917,Rijeka,Hrvatska,2002,Zagreb,Hrvatska,http://www.tate.org.uk/art/artists/vjenceslav-richter-1842
1843,"Ricketts, Charles",None,1866,Genève,Schweiz,1931,London,United Kingdom,http://www.tate.org.uk/art/artists/charles-ricketts-1843
1844,"Rickey, George",None,1907,South Bend,United States,2002,East Chatham,United States,http://www.tate.org.uk/art/artists/george-rickey-1844
11957,"Riddy, John",None,1959,Northampton,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-riddy-11957
12898,"Rideal, Liz",None,1954,England,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/liz-rideal-12898
449,"Ridley, Matthew White",None,1837,Newcastle upon Tyne,United Kingdom,1888,Chiswick,United Kingdom,http://www.tate.org.uk/art/artists/matthew-white-ridley-449
2664,"Rielly, James",None,1956,Wales,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/james-rielly-2664
2555,"Rigby, Elizabeth",None,1809,Norwich,United Kingdom,1893,London,United Kingdom,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555
1845,"Riley, Bridget",None,1931,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/bridget-riley-1845
450,"Riley, John",None,1646,London,United Kingdom,1691,London,United Kingdom,http://www.tate.org.uk/art/artists/john-riley-450
1846,"Rinke, Klaus",None,1939,Wattenscheid,Deutschland,0,Düsseldorf,Deutschland,http://www.tate.org.uk/art/artists/klaus-rinke-1846
1847,"Riopelle, Jean-Paul",None,1923,Québec,Canada,2002,Unknown,Unknown,http://www.tate.org.uk/art/artists/jean-paul-riopelle-1847
1848,"Ripley, Edward",None,1929,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/edward-ripley-1848
451,"Rippingille, Edward Villiers",None,1798,King's Lynn,United Kingdom,1859,Unknown,Unknown,http://www.tate.org.uk/art/artists/edward-villiers-rippingille-451
5465,"Rist, Pipilotti",None,1962,Schweiz,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/pipilotti-rist-5465
1849,"Rivera, Diego",None,1886,Guanajuato,México,1957,Ciudad de México,México,http://www.tate.org.uk/art/artists/diego-rivera-1849
13335,"Rivera, Emilio",None,0,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/emilio-rivera-13335
1851,"Rivera, Manuel",None,1927,Granada,España,1995,Unknown,Unknown,http://www.tate.org.uk/art/artists/manuel-rivera-1851
1852,"Rivers, Larry",None,1923,Bronx,United States,2002,Southampton,United States,http://www.tate.org.uk/art/artists/larry-rivers-1852
452,"Rivers, Leopold",None,1850,London,United Kingdom,1905,London,United Kingdom,http://www.tate.org.uk/art/artists/leopold-rivers-452
453,"Riviere, Briton",None,1840,London,United Kingdom,1920,Unknown,Unknown,http://www.tate.org.uk/art/artists/briton-riviere-453
1853,"Robb, Brian",None,1913,Scarborough,United Kingdom,1979,Unknown,Unknown,http://www.tate.org.uk/art/artists/brian-robb-1853
454,"Roberts, David",None,1796,Edinburgh,United Kingdom,1864,London,United Kingdom,http://www.tate.org.uk/art/artists/david-roberts-454
1854,"Roberts, Donald",None,1923,United States,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/donald-roberts-1854
2755,"Roberts, Julie",None,1963,Flint,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/julie-roberts-2755
1855,"Roberts, William",None,1895,London,United Kingdom,1980,London,United Kingdom,http://www.tate.org.uk/art/artists/william-roberts-1855
1856,"Roberts-Jones, Ivor",None,1916,Unknown,Unknown,1996,Unknown,Unknown,http://www.tate.org.uk/art/artists/ivor-roberts-jones-1856
14349,"Robilliard, David",None,1952,Channel Islands,United Kingdom,1988,Unknown,Unknown,http://www.tate.org.uk/art/artists/david-robilliard-14349
1857,"Robinson, Frederick Cayley",None,1862,Brentford,United Kingdom,1927,London,United Kingdom,http://www.tate.org.uk/art/artists/frederick-cayley-robinson-1857
455,"Robinson, Sir John Charles",None,1824,Nottingham,United Kingdom,1913,Swanage,United Kingdom,http://www.tate.org.uk/art/artists/sir-john-charles-robinson-455
1858,"Roboz, Zsuzsi",None,1939,Magyarország,Unknown,2012,London,United Kingdom,http://www.tate.org.uk/art/artists/zsuzsi-roboz-1858
456,"Robson, George Fennel",None,1788,Durham,United Kingdom,1833,London,United Kingdom,http://www.tate.org.uk/art/artists/george-fennel-robson-456
858,"Rocamora, Jaume",None,1946,Tortosa,España,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jaume-rocamora-858
1860,"Rodin, Auguste",None,1840,Paris,France,1917,Meudon,France,http://www.tate.org.uk/art/artists/auguste-rodin-1860
3076,"Rodney, Donald",None,1961,Birmingham,United Kingdom,1998,London,United Kingdom,http://www.tate.org.uk/art/artists/donald-rodney-3076
1861,"Rogers, Claude",None,1907,London,United Kingdom,1979,Unknown,Unknown,http://www.tate.org.uk/art/artists/claude-rogers-1861
10609,"Roh, Franz",None,1890,Apolda,Deutschland,1965,München,Deutschland,http://www.tate.org.uk/art/artists/franz-roh-10609
2778,"Rollins, Tim",None,1955,Pittsfield,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/tim-rollins-2778
1862,"Rombaux, Egide",None,1865,België,Unknown,1942,Unknown,Unknown,http://www.tate.org.uk/art/artists/egide-rombaux-1862
1863,"Romiti, Sergio",None,1928,Bologna,Italia,0,Bologna,Italia,http://www.tate.org.uk/art/artists/sergio-romiti-1863
457,"Romney, George",None,1734,Dalton-in-Furness,United Kingdom,1802,Kendal,United Kingdom,http://www.tate.org.uk/art/artists/george-romney-457
458,"Rooke, Thomas Matthews",None,1842,Marylebone,United Kingdom,1942,Unknown,Unknown,http://www.tate.org.uk/art/artists/thomas-matthews-rooke-458
459,"Rooker, Michael Angelo",None,1746,London,United Kingdom,1801,London,United Kingdom,http://www.tate.org.uk/art/artists/michael-angelo-rooker-459
460,"Roper, Richard",None,1730,Unknown,Unknown,1775,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-roper-460
1864,"Roschlau, Michael",None,1942,Sonneberg,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-roschlau-1864
1865,"Rosenberg, Isaac",None,1890,Bristol,United Kingdom,1918,Unknown,Unknown,http://www.tate.org.uk/art/artists/isaac-rosenberg-1865
1866,"Rosenquist, James",None,1933,Grand Forks,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/james-rosenquist-1866
1867,"Rosoman, Leonard",None,1913,Hampstead,United Kingdom,2012,London,United Kingdom,http://www.tate.org.uk/art/artists/leonard-rosoman-1867
6237,"Rossell, Daniela",None,1973,México,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/daniela-rossell-6237
461,"Rossetti, Dante Gabriel",None,1828,London,United Kingdom,1882,Kent,United Kingdom,http://www.tate.org.uk/art/artists/dante-gabriel-rossetti-461
1868,"Rosso, Medardo",None,1858,Torino,Italia,1928,Milano,Italia,http://www.tate.org.uk/art/artists/medardo-rosso-1868
1869,"Roszak, Theodore",None,1907,Poznan,Polska,1981,Unknown,Unknown,http://www.tate.org.uk/art/artists/theodore-roszak-1869
11023,"Rotella, Mimmo",None,1918,Catanzaro,Italia,2006,Milano,Italia,http://www.tate.org.uk/art/artists/mimmo-rotella-11023
1870,"Roth, Dieter",None,1930,Hannover,Deutschland,1998,Basel,Schweiz,http://www.tate.org.uk/art/artists/dieter-roth-1870
1871,"Roth, Frank",None,1936,Boston,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/frank-roth-1871
3084,"Rothenberg, Jerome",None,1931,New York,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jerome-rothenberg-3084
1872,"Rothenberg, Susan",None,1945,Buffalo,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/susan-rothenberg-1872
1873,"Rothenstein, Michael",None,1908,London,United Kingdom,1993,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-rothenstein-1873
1874,"Rothenstein, Sir William",None,1872,Bradford,United Kingdom,1945,Gloucestershire,United Kingdom,http://www.tate.org.uk/art/artists/sir-william-rothenstein-1874
1875,"Rothko, Mark",None,1903,Daugavpils,Latvija,1970,New York,United States,http://www.tate.org.uk/art/artists/mark-rothko-1875
4734,"Rothschild, Eva",None,1971,Dublin,Éire,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/eva-rothschild-4734
6432,"Rothschild, Judith",None,1921,New York,United States,1993,Unknown,Unknown,http://www.tate.org.uk/art/artists/judith-rothschild-6432
1876,"Rouault, Georges",None,1871,Paris,France,1958,Paris,France,http://www.tate.org.uk/art/artists/georges-rouault-1876
1877,"Rousseau, Henri",None,1844,Laval,France,1910,Paris,France,http://www.tate.org.uk/art/artists/henri-rousseau-le-douanier-1877
462,"Roussel, Théodore",None,1847,Lorient,France,1926,Hastings,United Kingdom,http://www.tate.org.uk/art/artists/theodore-roussel-462
10196,"Rowe, Cliff",None,1904,Wimbledon,United Kingdom,1989,Unknown,Unknown,http://www.tate.org.uk/art/artists/cliff-rowe-10196
1878,"Rowell, Kenneth",None,1922,Melbourne,Australia,1999,Unknown,Unknown,http://www.tate.org.uk/art/artists/kenneth-rowell-1878
463,"Rowlandson, Thomas",None,1756,London,United Kingdom,1827,London,United Kingdom,http://www.tate.org.uk/art/artists/thomas-rowlandson-463
1879,"Rowntree, Kenneth",None,1915,Scarborough,United Kingdom,1997,Unknown,Unknown,http://www.tate.org.uk/art/artists/kenneth-rowntree-1879
1880,"Roy, Pierre",None,1880,Nantes,France,1950,Milano,Italia,http://www.tate.org.uk/art/artists/pierre-roy-1880
2201,"Rozen, Felix",None,1938,Moskva,Rossiya,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/felix-rozen-2201
2654,"Rubens, Peter Paul",None,1577,Siegen,Deutschland,1640,Antwerpen,België,http://www.tate.org.uk/art/artists/sir-peter-paul-rubens-2654
14439,"Ruby, Sterling",None,1972,Bitburg,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/sterling-ruby-14439
2258,"Rückriem, Ulrich",None,1938,Düsseldorf,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ulrich-ruckriem-2258
11907,"Rudesch Harley, Ross",None,1955,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ross-rudesch-harley-11907
2602,"Ruff, Thomas",None,1958,Zell am Harmersbach,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/thomas-ruff-2602
1881,"Rugg, Matt",None,1935,Bridgwater,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/matt-rugg-1881
2244,"Rumney, Ralph",None,1934,Newcastle,United Kingdom,2002,Manosque,France,http://www.tate.org.uk/art/artists/ralph-rumney-2244
464,"Runciman, Alexander",None,1736,Edinburgh,United Kingdom,1785,Edinburgh,United Kingdom,http://www.tate.org.uk/art/artists/alexander-runciman-464
8665,"Ruppersberg, Allen",None,1944,Ohio,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/allen-ruppersberg-8665
1882,"Ruscha, Edward",None,1937,Omaha,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/edward-ruscha-1882
1883,"Rushbury, Sir Henry",None,1889,Birmingham,United Kingdom,1968,Unknown,Unknown,http://www.tate.org.uk/art/artists/sir-henry-rushbury-1883
465,"Ruskin, John",None,1819,London,United Kingdom,1900,Cumbria,United Kingdom,http://www.tate.org.uk/art/artists/john-ruskin-465
466,"Russell, John",None,1744,Guildford,United Kingdom,1807,Kingston-Upon-Hull,United Kingdom,http://www.tate.org.uk/art/artists/john-russell-466
1884,"Russell, Sir Walter",None,1867,Epping,United Kingdom,1949,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-walter-russell-1884
7965,Russian School,None,0,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/russian-school-7965
1885,"Rutherston, Albert",None,1881,Bradford,United Kingdom,1953,Lausanne,Schweiz,http://www.tate.org.uk/art/artists/albert-rutherston-1885
467,"Rutland, Violet, Duchess of",None,1856,Wigan,United Kingdom,1937,London,United Kingdom,http://www.tate.org.uk/art/artists/violet-duchess-of-rutland-467
13509,"Ruwedel, Mark",None,1954,Bethlehem,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mark-ruwedel-13509
1886,"Ryan, Adrian",None,1920,London,United Kingdom,1998,Unknown,Unknown,http://www.tate.org.uk/art/artists/adrian-ryan-1886
2293,"Ryan, Veronica",None,1956,Montserrat,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/veronica-ryan-2293
1887,"Ryland, Adolfine",None,1903,Windsor,United Kingdom,1983,Unknown,Unknown,http://www.tate.org.uk/art/artists/adolfine-ryland-1887
468,"Ryley, Charles Reuben",None,1752,London,United Kingdom,1798,London,United Kingdom,http://www.tate.org.uk/art/artists/charles-reuben-ryley-468
1888,"Ryman, Robert",None,1930,Nashville-Davidson,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/robert-ryman-1888
469,"Sadler, Walter Dendy",None,1854,Dorking,United Kingdom,1923,Saint Ives,United Kingdom,http://www.tate.org.uk/art/artists/walter-dendy-sadler-469
2770,"Sadotti, Giorgio",None,1955,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/giorgio-sadotti-2770
1889,"Said, Anne",None,1914,Hook,United Kingdom,1995,Unknown,Unknown,http://www.tate.org.uk/art/artists/anne-said-1889
2453,"Sailmaker, Isaac",None,1633,Unknown,Unknown,1721,London,United Kingdom,http://www.tate.org.uk/art/artists/isaac-sailmaker-2453
1890,"Saint Phalle, Niki de",None,1930,Neuilly-sur-Seine,France,2002,Unknown,Unknown,http://www.tate.org.uk/art/artists/niki-de-saint-phalle-1890
1891,"Saint-Gaudens, Augustus",None,1848,Dublin,Éire,1907,Cornwall,United Kingdom,http://www.tate.org.uk/art/artists/augustus-saint-gaudens-1891
6602,"Sala, Anri",None,1974,Tiranë,Shqipëria,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/anri-sala-6602
2454,"Sala, George Augustus Henry",None,1828,London,United Kingdom,1896,Brighton,United Kingdom,http://www.tate.org.uk/art/artists/george-augustus-henry-sala-2454
2695,"Salcedo, Doris",None,1958,Bogotá,Colombia,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/doris-salcedo-2695
12051,"Salgado, Sebastião",None,1944,Aimorés,Brasil,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/sebastiao-salgado-12051
1892,"Salle, David",None,1952,Norman,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/david-salle-1892
11459,"Salmeron, Ernesto",None,1977,Managua,Nicaragua,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ernesto-salmeron-11459
1893,"Salt, John",None,1937,Birmingham,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-salt-1893
2343,"Salter, Rebecca",None,1955,Sussex,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/rebecca-salter-2343
11737,"Salvatore, Eduardo",None,1914,Unknown,Unknown,2006,Unknown,Unknown,http://www.tate.org.uk/art/artists/eduardo-salvatore-11737
2400,"Samaras, Lucas",None,1936,Kastoría,Ellás,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/lucas-samaras-2400
471,"Sandby, Paul",None,1730,Nottingham,United Kingdom,1809,London,United Kingdom,http://www.tate.org.uk/art/artists/paul-sandby-471
472,"Sandby, Thomas",None,1721,Nottingham,United Kingdom,1798,Windsor,United Kingdom,http://www.tate.org.uk/art/artists/thomas-sandby-472
5319,"Sander, August",None,1876,Herdorf,Deutschland,1964,Köln,Deutschland,http://www.tate.org.uk/art/artists/august-sander-5319
12947,"Sander, Gunther",None,1907,Unknown,Unknown,1986,Unknown,Unknown,http://www.tate.org.uk/art/artists/gunther-sander-12947
1894,"Sander, Ludwig",None,1906,Staten Island,Unknown,1975,New York,United States,http://www.tate.org.uk/art/artists/ludwig-sander-1894
2539,"Sanders, Ann",None,1778,Unknown,Unknown,1778,Unknown,Unknown,http://www.tate.org.uk/art/artists/ann-sanders-2539
1895,"Sandle, Michael",None,1936,Weymouth,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-sandle-1895
1896,"Sands, Ethel",None,1873,Newport,United States,1962,London,United Kingdom,http://www.tate.org.uk/art/artists/ethel-sands-1896
1897,"Sandys, Edwina",None,1938,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/edwina-sandys-1897
473,"Sandys, Frederick",None,1829,Norwich,United Kingdom,1904,London,United Kingdom,http://www.tate.org.uk/art/artists/frederick-sandys-473
474,"Sant, James",None,1820,Croydon,United Kingdom,1916,London,United Kingdom,http://www.tate.org.uk/art/artists/james-sant-474
1898,"Sargant, Francis W.",None,1870,London,United Kingdom,1960,Cambridge,United Kingdom,http://www.tate.org.uk/art/artists/francis-w-sargant-1898
475,"Sargent, John Singer",None,1856,Firenze,Italia,1925,London,United Kingdom,http://www.tate.org.uk/art/artists/john-singer-sargent-475
14843,"Sarkissian, Hrair",None,1973,Dimashq,Suriyah,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/hrair-sarkissian-14843
11137,"Sarmento, Julião",None,1948,Lisboa,Portugal,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/juliao-sarmento-11137
476,"Sartorius, Francis",None,1734,London,United Kingdom,1804,London,United Kingdom,http://www.tate.org.uk/art/artists/francis-sartorius-476
477,"Sartorius, John Nost",None,1759,London,United Kingdom,1828,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-nost-sartorius-477
7553,"Sasnal, Wilhelm",None,1972,Tarnów,Polska,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/wilhelm-sasnal-7553
10700,"Saunders, David",None,1936,Southend-on-Sea,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/david-saunders-10700
1899,"Saunders, Helen",None,1885,London,United Kingdom,1963,Holborn,Unknown,http://www.tate.org.uk/art/artists/helen-saunders-1899
1900,"Saura, Antonio",None,1930,Huesca,España,1998,Unknown,Unknown,http://www.tate.org.uk/art/artists/antonio-saura-1900
12580,"Savage, Jon",None,1953,United Kingdom,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jon-savage-12580
11824,"Scanlan, Joe",None,1961,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/joe-scanlan-11824
1901,"Scarfe, Gerald, CBE",None,1936,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/gerald-scarfe-cbe-1901
1902,"Scarfe, Laurence",None,1914,Unknown,Unknown,2000,Unknown,Unknown,http://www.tate.org.uk/art/artists/laurence-scarfe-1902
2331,"Schad, Christian",None,1894,Miesbach,Deutschland,1982,Stuttgart,Deutschland,http://www.tate.org.uk/art/artists/christian-schad-2331
10538,"Scheibitz, Thomas",None,1968,Radeberg,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/thomas-scheibitz-10538
9636,"Schendel, Mira",None,1919,Zürich,Schweiz,1988,São Paulo,Brasil,http://www.tate.org.uk/art/artists/mira-schendel-9636
478,"Schetky, John Christian",None,1778,Edinburg,United States,1874,London,United Kingdom,http://www.tate.org.uk/art/artists/john-christian-schetky-478
7734,"Schinwald, Markus",None,1973,Salzburg,Österreich,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/markus-schinwald-7734
1903,"Schmidt, Peter",None,1931,Berlin,Deutschland,1980,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-schmidt-1903
1904,"Schmidt-Rottluff, Karl",None,1884,Chemnitz,Deutschland,1976,Berlin,Deutschland,http://www.tate.org.uk/art/artists/karl-schmidt-rottluff-1904
1905,"Schnabel, Julian",None,1951,New York,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/julian-schnabel-1905
5446,"Schneemann, Carolee",None,1939,Fox Chase,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/carolee-schneemann-5446
